ticker,quarter,employer,status,visa,title,soc,wage_annual,wage_level,state,positions
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 3 - Functional,Computer Systems Analysts,105206,III,IN,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Application Developer,Computer Systems Analysts,120141,III,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,109117,III,VA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Senior Enterprise Architect/Senior Solution Architect,Software Developers,178063,IV,OH,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Computer Systems Analysts,145800,IV,IL,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Computer Systems Analysts,145800,IV,WI,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 2,Software Developers,127188,II,MI,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,135000,II,NJ,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,160805,III,NJ,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Network and Computer Systems Administrator,Network and Computer Systems Administrators,75963,II,IL,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Database Administrator,Database Administrators,81702,II,CA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,System Administrator,Network and Computer Systems Administrators,92622,II,WA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developer,Software Developers,100942,II,NC,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,132729,III,GA,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,QA Test Engineer I,Software Quality Assurance Analysts and Testers,68702,I,TX,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,"Associate Partner, AI & Analytics",Information Technology Project Managers,294030,III,CA,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,QA Test Engineer II,Software Quality Assurance Analysts and Testers,114000,II,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Information Technology Project Manager,Information Technology Project Managers,81765,II,CT,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Technical Lead,Information Technology Project Managers,94682,II,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Project Lead 2,Information Technology Project Managers,86403,III,WI,5
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,"Software Developer, Systems Software",Software Developers,122000,II,TX,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Custom Software Engineering Assoc Mgr,Computer Programmers,148600,III,CA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Assoc Manager,Computer Programmers,152568,III,TN,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Software Architect,Computer Systems Engineers/Architects,145000,II,OH,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Functional Consultant,Computer Systems Analysts,111072,III,FL,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,82285,II,IN,1
INFY,FY2025_Q4,Infosys Nova Holdings LLC,Certified,H-1B,Design Engineer,Mechanical Engineers,105000,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr Mgr JC45-Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,120474,IV,CT,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Business Systems Analyst 3,Computer Systems Analysts,101801,III,SC,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,SOFTWARE PROGRAMMER II,Computer Programmers,130000,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Network Administrator,Network and Computer Systems Administrators,99195,II,NJ,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Software Engineer,Computer Programmers,105000,II,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L1,Computer Systems Analysts,92539,II,GA,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 3,Software Developers,152000,III,MD,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Business Systems Analyst 2,Computer Systems Analysts,97906,II,IL,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L2,Computer Systems Analysts,92248,II,TX,2
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Assoc Manager,Computer Programmers,119100,III,NC,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Network Support Specialists,Computer Network Support Specialists,62588,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,109117,III,VA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,User Interface Designer,Web and Digital Interface Designers,70117,II,VA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Software Product Arch Assoc Manager,Software Developers,163100,III,MA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Designer,Computer Systems Analysts,98925,II,TX,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Security Delivery Associate Manager,Information Security Analysts,150800,III,VA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,94952,II,NC,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Application Architect,Computer Systems Engineers/Architects,107640,III,IL,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Technical Team Lead,Computer Systems Analysts,106475,III,VA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,111551,II,WA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Project Lead 2,Information Technology Project Managers,98218,III,NY,5
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Delivery Project Lead,Software Developers,120000,II,TX,1
EPAM,FY2025_Q4,EPAM Systems Inc.,Certified,H-1B,Senior Delivery Manager,Information Technology Project Managers,130000,III,PA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developer,Software Developers,113548,II,NC,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Application Architect,Computer Systems Engineers/Architects,88774,III,NY,1
IBM,FY2025_Q4,IBM Corporation,Certified - Withdrawn,H-1B,Principal Consultant,Information Technology Project Managers,165000,II,CA,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified - Withdrawn,H-1B,Software Engineer,Computer Programmers,130000,II,OH,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified - Withdrawn,H-1B,Software Engineer,Computer Programmers,130000,II,OH,1
WIT,FY2025_Q4,WIPRO LIMITED,Withdrawn,H-1B,Program Manager L1,Information Technology Project Managers,100000,III,OK,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L2,Computer Systems Analysts,131560,II,CA,6
INFY,FY2025_Q4,INFOSYSNOW INC,Certified,H-1B,Java Enterprise Application Developer,"Computer Occupations, All Other",63294,I,NJ,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Project Manager,Information Technology Project Managers,111528,II,TN,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Capability Manager,Information Technology Project Managers,141348,III,WI,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Computer Systems Analysts,144227,IV,OR,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,84219,II,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,104728,III,IL,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Information Technology Project Managers,145800,IV,IL,1
CAP,FY2025_Q4,"Capgemini America, Inc.",Certified,H-1B,Project Manager 4,Information Technology Project Managers,183300,IV,IL,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,130707,III,IL,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Assoc Manager,Computer Systems Analysts,137000,III,CA,1
LTIM,FY2025_Q4,LTIMINDTREE Limited,Certified,H-1B,Senior Specialist - Software Engineering,Software Developers,131000,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,145995,IV,CO,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,76606,II,OH,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Tech Architecture Assoc Manager,Computer Systems Analysts,146000,III,PA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 2,Management Analysts,71323,II,KS,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Architect,Computer Systems Engineers/Architects,170914,II,MN,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,77418,II,TX,2
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,DATA WAREHOUSE SPECIALIST,Data Warehousing Specialists,142958,III,NJ,1
LTIM,FY2025_Q4,LTIMINDTREE Limited,Certified,H-1B,Senior Specialist - Software Engineering,Software Developers,140000,II,TX,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Business Systems Analyst,Computer Systems Analysts,112029,III,GA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst,Computer Systems Analysts,91562,II,FL,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Quality Assurance Analyst and Tester,Software Quality Assurance Analysts and Testers,82347,II,GA,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Delivery Project Lead,Software Developers,120000,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,142771,IV,PA,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Solutions Architect,Computer Systems Engineers/Architects,84198,II,MI,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Software Engineer 3,Software Developers,130800,III,IL,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,"Data Eng, Mgmt and Governance Sr Manager",Computer Systems Analysts,205400,IV,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,92581,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,94682,II,NJ,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Assoc Manager,Software Quality Assurance Analysts and Testers,137000,III,NV,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,90605,II,TX,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Program and Project Mgmt Manager,Information Technology Project Managers,142771,IV,PA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,92394,II,DE,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Administrator L3,Network and Computer Systems Administrators,92622,II,WA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,90605,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Manager,Information Technology Project Managers,96866,II,IA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86445,II,GA,5
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Associate Manager,Computer Programmers,146200,III,CA,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Software Developer,Software Developers,140000,III,NC,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Information Technology Project Managers,148800,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,158974,IV,NJ,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Program and Project Mgmt Manager,Information Technology Project Managers,159200,IV,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,84469,II,FL,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L2,Computer Systems Analysts,131560,II,CA,6
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Management Analysts,Management Analysts,92582,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,82285,II,IN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Network and Computer Systems Administrators,Network and Computer Systems Administrators,133000,III,GA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 1,Computer Systems Engineers/Architects,111550,II,WA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,89773,II,NJ,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,118456,III,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,130853,II,CA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Information Technology Project Managers,145000,IV,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2 - Network and Desktop Support,Network and Computer Systems Administrators,86029,II,TX,5
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Delivery Module Lead,Software Developers,120000,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,85800,II,GA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Project Manager,Information Technology Project Managers,101243,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,138000,III,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,94682,II,NJ,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 2,Software Developers,150000,II,PA,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Database Administrator,Database Administrators,78978,II,MO,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,60403,II,FL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,94682,II,NJ,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,79435,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Senior Technologist,Software Developers,127837,III,TX,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,User Interface Designer,Web and Digital Interface Designers,77646,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Program Manager,Information Technology Project Managers,118456,III,TX,1
CNXC,FY2025_Q4,Concentrix CVG Customer Management Group Inc.,Certified,H-1B,Software Engineer,Software Developers,112923,II,TX,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Tech Architecture Assoc Manager,Computer Systems Analysts,146000,III,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,104728,III,IL,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Service Delivery Manager,Information Technology Project Managers,137700,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,84469,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,94682,II,NJ,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Project Manager,Information Technology Project Managers,114795,II,CA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Design Lead,Mechanical Engineers,132142,II,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Delivery Module Lead,Software Developers,120000,II,TX,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Information Technology Project Managers,155300,IV,PA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Information Technology Project Managers,134700,IV,TN,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Technical Lead,Information Technology Project Managers,90501,II,MA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,144310,IV,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Specialist,Computer Systems Engineers/Architects,105442,II,IN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,93184,III,OH,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Network and Computer Systems Administrators,Network and Computer Systems Administrators,133000,III,OH,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,116251,III,NJ,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,126818,III,NY,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Architect Advanced,Information Security Analysts,140000,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Network Administrator,Network and Computer Systems Administrators,86965,II,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,90813,II,KY,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,90210,II,MN,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Systems Analyst,Computer Systems Analysts,92539,II,GA,1
LTIM,FY2025_Q4,LTIMINDTREE Limited,Certified,H-1B,Senior Specialist - Software Engineering,Software Developers,130000,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,144310,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,145995,IV,CO,1
